Builder,Pedal,Catalog Type,Pedal Info,Picture,PRP Complete,Research Record
Analog Alien,Alien Tone Dragon,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Analog Alien/Alien_Tone_Dragon.md
Analog Alien,Alien Twister,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Analog Alien/Alien_Twister.md
Analog Alien,Bucket Seat,Overdrive,DONE,DONE,DONE,./research/pedals/Analog Alien/Bucket_Seat.md
Analog Alien,FuzzBubble-45,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Analog Alien/FuzzBubble_45.md
Analog Alien,Joe Walsh Double Classic,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 050/Joe Walsh Double Classic.md
Analog Alien,Rumble Seat,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 050/Rumble Seat.md
Analog Fox,Tone Machine,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 050/Tone Machine.md
Analog King,Fuzz Machine - Germanium Fuzz + Overdrive,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 056/Fuzz Machine - Germanium Fuzz + Overdrive.md
Analog King,ZenTone - Harmonic Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 056/ZenTone - Harmonic Drive.md
Analog Man,Astro Tone,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Man/Astro_Tone.md
Analog Man,King Of Tone,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Analog Man/King_Of_Tone.md
Analog Man,Peppermint Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Man/Peppermint_Fuzz.md
Analog Man,Prince Of Tone,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Analog Man/Prince_Of_Tone.md
Analog Man,Sun Face,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Man/Sun_Face.md
Analog Man,Sun Lion,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Man/Sun_Lion.md
Analog Music Company,Evil Pumpkin,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 056/Evil Pumpkin.md
Analog Music Company,Mary Gorgias Ultra High Gain Distorter,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 056/Mary Gorgias Ultra High Gain Distorter.md
Analog Noir,Fuzz Face / Rangemaster Treble Booster,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 056/Fuzz Face - Rangemaster Treble Booster.md
Analog Noir,Harmonic Percolator,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 056/Harmonic Percolator.md
Analog Noir,Si / Ge Fuzz Face,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 056/Si - Ge Fuzz Face.md
Analog Noir,Tone Bender MK1.5 / Tone Bender MKII,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Noir/Tone Bender MK1.5 - Tone Bender MKII.md
Analog Noir,Tone Bender MKI,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Noir/Tone Bender MKI.md
Analog Noir,Tone Bender MKI / Rangemaster Treble Booster,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Noir/Tone Bender MKI - Rangemaster Treble Booster.md
Analog Noir,Zonk Machine,Fuzz,DONE,DONE,DONE,./research/pedals/Analog Noir/Zonk Machine.md
Analog Sound,Atomic Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Analog Sound/Atomic Overdrive.md
Analog Sound,Double Trouble Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Analog Sound/Double Trouble Overdrive.md
Analog Sound,Scream For Cream OD,Overdrive,DONE,DONE,DONE,./research/pedals/Analog Sound/Scream For Cream OD.md
Analog Sound,Smooth O' Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Analog Sound/Smooth O' Drive.md
Analog Sound,The Boogie Man,Overdrive,DONE,DONE,DONE,./research/pedals/Analog Sound/The Boogie Man.md
Anarchy Audio Australia,Baa Bzz,Fuzz,DONE,DONE,DONE,./research/pedals/Anarchy Audio Australia/Baa Bzz.md
Anarchy Audio Australia,Deadwoods - Chainsaw Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Anarchy Audio Australia/Deadwoods - Chainsaw Fuzz.md
Anarchy Audio Australia,Sentinel,Fuzz,DONE,DONE,DONE,./research/pedals/Anarchy Audio Australia/Sentinel.md
Anasounds,bitoun fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Anasounds/bitoun fuzz.md
Anasounds,cerberus,Overdrive,DONE,DONE,DONE,./research/pedals/Anasounds/cerberus.md
Anasounds,ego driver,Overdrive,DONE,DONE,DONE,./research/pedals/Anasounds/ego driver.md
Anasounds,feed me mk3,Fuzz,DONE,DONE,DONE,./research/pedals/Anasounds/feed me mk3.md
Anasounds,full story,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Anasounds/full story.md
Anasounds,high voltage,Overdrive,DONE,DONE,DONE,./research/pedals/Anasounds/high voltage.md
Anasounds,sandman,Overdrive,DONE,DONE,DONE,./research/pedals/Anasounds/sandman.md
Anasounds,savage,Overdrive,DONE,DONE,DONE,./research/pedals/Anasounds/savage.md
Animal Factory Amplification,Baron Samedi,Fuzz,DONE,DONE,DONE,./research/pedals/Animal Factory Amplification/Baron_Samedi.md
Animal Factory Amplification,Chemical Burn,Fuzz,DONE,DONE,DONE,./research/pedals/Animal Factory Amplification/Chemical_Burn.md
Animal Factory Amplification,Dirty Mirror,Fuzz,DONE,DONE,DONE,./research/pedals/Animal Factory Amplification/Dirty_Mirror.md
Animal Factory Amplification,Godeater,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Animal Factory Amplification/Godeater.md
Animal Factory Amplification,Godeater+,Distortion,DONE,DONE,DONE,./research/pedals/Animal Factory Amplification/Godeater_Plus.md
Animal Factory Amplification,Ozymandias,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Animal Factory Amplification/Ozymandias.md
Animal Factory Amplification,Pit Viper,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Animal Factory Amplification/Pit_Viper.md
Animals Pedal,ANGEL BEAR FACE FUZZ,Fuzz,DONE,DONE,DONE,./research/pedals/Animals Pedal/ANGEL BEAR FACE FUZZ.md
Animals Pedal,Diamond Peak Hybrid Over Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Animals Pedal/Diamond Peak Hybrid Over Drive.md
Animals Pedal,FISHING IS AS FUN AS FUZZ,Fuzz,DONE,DONE,DONE,./research/pedals/Animals Pedal/FISHING IS AS FUN AS FUZZ.md
Animals Pedal,FISHING IS AS FUN AS FUZZ LIMITED EDITION,Fuzz,DONE,DONE,DONE,./research/pedals/Animals Pedal/FISHING IS AS FUN AS FUZZ LIMITED EDITION.md
Animals Pedal,I Was A Wolf In The Forest Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Animals Pedal/I Was A Wolf In The Forest Distortion.md
Animals Pedal,"In Oct,3 Foxes talking of dreamy FUZZ",Fuzz,DONE,DONE,DONE,"./research/pedals/Animals Pedal/In Oct,3 Foxes talking of dreamy FUZZ.md"
Animals Pedal,Major Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Animals Pedal/Major Overdrive.md
Animals Pedal,PUSH & PULL DISTORTION,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 056/PUSH & PULL DISTORTION.md
Animals Pedal,PUSH & PULL DISTORTION LIMITED EDITION,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 056/PUSH & PULL DISTORTION LIMITED EDITION.md
Animals Pedal,PUSH & PULL DISTORTION LIMITED EDITION C,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 056/PUSH & PULL DISTORTION LIMITED EDITION C.md
Animals Pedal,Rover Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Rover Fuzz.md
Animals Pedal,Rust Rod Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Rust Rod Fuzz.md
Animals Pedal,Sunday Afternoon Is Infinity Bender,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Sunday Afternoon Is Infinity Bender.md
Animals Pedal,Surfing Bear Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Surfing Bear Overdrive.md
Animals Pedal,SURFING POLAR BEAR BASS OVERDRIVE MOD BY BJF,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 057/SURFING POLAR BEAR BASS OVERDRIVE MOD BY BJF.md
Animals Pedal,Tioga Road Cycling Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Tioga Road Cycling Distortion.md
Animals Pedal,Vintage Van Driving is Very Fun,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Vintage Van Driving is Very Fun.md
Anode Effects,Dragon Drive V2,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Dragon Drive V2.md
Anode Effects,MOS Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 057/MOS Fuzz.md
ARC Effects,Soothsayer,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 057/Soothsayer.md
Arcane Analog,ARCANE ANALOG FF66 FUZZ FACE,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/ARCANE ANALOG FF66 FUZZ FACE.md
Arcane Analog,BC108 Fuzz Face,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/BC108 Fuzz Face.md
Arcane Analog,BUZZAROUND OC45 / OC45 / OC43,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/BUZZAROUND OC45 - OC45 - OC43.md
Arcane Analog,BUZZSAW,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/BUZZSAW.md
Arcane Analog,Facebender / Rangbender,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/Facebender - Rangbender.md
Arcane Analog,NKT775 WHITE FUZZ FACE,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/NKT775 WHITE FUZZ FACE.md
Arcane Analog,OC42 MK1.5 Tonebender,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/OC42 MK1.5 Tonebender.md
Arcane Analog,Overdrive Overload,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 058/Overdrive Overload.md
Arcane Analog,TONE BENDERS (MK1 // MK1.5 // MK2 // MK3 // MK4),Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/TONE BENDERS (MK1 - MK1.5 - MK2 - MK3 - MK4).md
Artisanal Effects,Artisanal Cheese (Big Cheese),Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 058/Artisanal Cheese (Big Cheese).md
Artisanal Effects,Cheddar Source,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 059/Cheddar Source.md
Ashdown Engineering,John Myung Double Drive,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 059/John Myung Double Drive.md
Asheville Guitar Pedals,Fuzz Driver Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 059/Fuzz Driver Distortion.md
Asheville Guitar Pedals,Purr Machine Mini Fuzz Overdriver,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 059/Purr Machine Mini Fuzz Overdriver.md
Asheville Guitar Pedals,Rat King,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 059/Rat King.md
Astral ToneWorx,666 The Beast,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 059/666 The Beast.md
Astral ToneWorx,Krampus — Doom Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 059/Krampus - Doom Fuzz.md
Atlas Pedal,Bracton OverDrive,Overdrive,DONE,DONE,DONE,./research/pedals/Atlas Pedal/Bracton OverDrive.md
Atlas Pedal,Sutherland OverDrive,Overdrive,DONE,DONE,DONE,./research/pedals/Atlas Pedal/Sutherland OverDrive.md
Atmosfera 6,BELMEZ Occult Fuzz Device,Fuzz,DONE,DONE,DONE,./research/pedals/Atmosfera 6/BELMEZ Occult Fuzz Device.md
Atmosfera 6,BELMEZ WITCHES Occult Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Atmosfera 6/BELMEZ WITCHES Occult Fuzz.md
Atmosfera 6,SPACE OR DIE Variable Octave Generator,Overdrive,DONE,DONE,DONE,./research/pedals/Atmosfera 6/SPACE OR DIE Variable Octave Generator.md
Atmosfera 6,TERROR COSMICO,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Atmosfera 6/TERROR COSMICO.md
Atmosfera 6,Thulsa Doom Hyborean Fuzz,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Atmosfera 6/Thulsa Doom Hyborean Fuzz.md
Attic Audio,PUTTY Saturation Preamp,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Attic Audio/PUTTY Saturation Preamp.md
Audible Disease,FR-1 Fracture,Distortion,DONE,DONE,DONE,./research/pedals/Audible Disease/FR-1 Fracture.md
Audile,Bass TOAD - Tone Overdrive And Distortion for Bass,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Audile/Bass TOAD - Tone Overdrive And Distortion for Bass.md
Audile,TOAD - Tone Overdrive And Distortion,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Audile/TOAD - Tone Overdrive And Distortion.md
Audio Aesthetic,Midnight Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Audio Aesthetic/Midnight Drive.md
Audio Kitchen,Fake Plastic Trees,Overdrive,DONE,DONE,DONE,./research/pedals/Audio Kitchen/Fake Plastic Trees.md
Audio Kitchen,The Big Trees,Overdrive,DONE,DONE,DONE,./research/pedals/Audio Kitchen/The Big Trees.md
Audio Kitchen,The Flying Squirrel,Fuzz,DONE,DONE,DONE,./research/pedals/Audio Kitchen/The Flying Squirrel.md
Audio Matrix,Mini Boogee / Mini Matrix,Overdrive,DONE,DONE,DONE,./research/pedals/Audio Matrix/Mini Boogee - Mini Matrix.md
Audio Monk,Fuzzbeard,Fuzz,DONE,DONE,DONE,./research/pedals/Audio Monk/Fuzzbeard.md
Audio Monk,Fuzzpotion - Bass Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Audio Monk/Fuzzpotion - Bass Fuzz.md
Audio Monk,Rubie Drive,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Audio Monk/Rubie Drive.md
Audio Squared,Major Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Audio Squared/Major Fuzz.md
Audio Surplus Effects,Burden,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Audio Surplus Effects/Burden.md
Audio Surplus Effects,Dornenkrone,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Audio Surplus Effects/Dornenkrone.md
Audio Surplus Effects,Lurid Machine,Distortion,DONE,DONE,DONE,./research/pedals/Audio Surplus Effects/Lurid Machine.md
Audio Surplus Effects,Massenpanik,Distortion,DONE,DONE,DONE,./research/pedals/Audio Surplus Effects/Massenpanik.md
Audio Surplus Effects,Ok Doomer,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/Audio Surplus Effects/Ok Doomer.md
Audio Surplus Effects,Radio Trash Unrealistic Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Audio Surplus Effects/Radio Trash Unrealistic Overdrive.md
Audio-Phonic,R4 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Audio-Phonic/R4 Fuzz.md
Audio-Phonic,Twin-Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Audio-Phonic/Twin-Fuzz.md
Audio! Audio!,SD-1 Superdrive,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Audio! Audio!/SD-1 Superdrive.md
Audiobox,Crunch Box,Overdrive,DONE,DONE,DONE,./research/pedals/Audiobox/Crunch Box.md
Audiofab,Chonky Boi,Distortion,DONE,DONE,DONE,./research/pedals/Audiofab/Chonky Boi.md
Audiofab,Valve Warper,Overdrive,DONE,DONE,DONE,./research/pedals/Audiofab/Valve Warper.md
Audiolithe,Chaosculpt Bass,Fuzz,DONE,DONE,DONE,./research/pedals/Audiolithe/Chaosculpt_Bass.md
Audiolithe,Doomer Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Audiolithe/Doomer_Fuzz.md
Audiolithe,Extinction Drive,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Audiolithe/Extinction_Drive.md
Audiolithe,La Montagne,Fuzz,DONE,DONE,DONE,./research/pedals/Audiolithe/La_Montagne.md
Audiolithe,The Empress Bass,Overdrive,DONE,DONE,DONE,./research/pedals/Audiolithe/The_Empress_Bass.md
Audiostorm,ADNA,Overdrive,DONE,DONE,DONE,./research/pedals/Audiostorm/ADNA.md
Audiostorm,F258 Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Audiostorm/F258 Drive.md
Audiostorm,Grand Classic Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Audiostorm/Grand Classic Distortion.md
Audiostorm,Otherworld Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Audiostorm/Otherworld Overdrive.md
Audiostorm,Quad Screamer Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Audiostorm/Quad Screamer Overdrive.md
Aul Instruments,Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Aul Instruments/Fuzz.md
Aural Dream,Bold Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Aural Dream/Bold Distortion.md
Aural Dream,Compelling Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Aural Dream/Compelling Drive.md
Aural Dream,Intense Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Aural Dream/Intense Distortion.md
Aural Dream,Purely Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Aural Dream/Purely Fuzz.md
Aural Dream,Warm Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Aural Dream/Warm Drive.md
Auralux,Clear Gain,Overdrive,DONE,DONE,DONE,./research/pedals/Auralux/Clear Gain.md
Austone Electronics,Fuzz Nutz,Fuzz,DONE,DONE,DONE,./research/pedals/Austone Electronics/Fuzz Nutz.md
Austone Electronics,Textone Fuzz Nutz,Fuzz,DONE,DONE,DONE,./research/pedals/Austone Electronics/Textone Fuzz Nutz.md
Automat Audio Devices,Rara Avis,Fuzz,DONE,DONE,DONE,./research/pedals/Automat Audio Devices/Rara Avis.md
Automat Audio Devices,Triplegänger,Fuzz,DONE,DONE,DONE,./research/pedals/Automat Audio Devices/Triplegänger.md
Auxiliary Workshop,AWOD35 Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/Auxiliary Workshop/AWOD35 Overdrive.md
Auxiliary Workshop,The Devils Handshake,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Auxiliary Workshop/The Devils Handshake.md
AVIA,SD-2 Super Over Drive,Overdrive,DONE,DONE,DONE,./research/pedals/AVIA/SD-2 Super Over Drive.md
Avora,FY-6 Super Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Avora/FY-6 Super Fuzz.md
Award-Session,JD10 Compact Jerry Donahue Sessionmaster,Overdrive,DONE,DONE,DONE,./research/pedals/Award-Session/JD10 Compact Jerry Donahue Sessionmaster.md
Award-Session,JD10 MkII Direct Recording Guitar Amp Emulator,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Award-Session/JD10 MkII Direct Recording Guitar Amp Emulator.md
Award-Session,JD20 Jerry Donahue Twin Channel Direct Recording Guitar PreAmp And Overdrive/Distortion Pedal,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Award-Session/JD20 Jerry Donahue Twin Channel Direct Recording Guitar PreAmp And Overdrive/Distortion Pedal.md
Award-Session,SP75 Sessionette:75 Guitar Amp Sound,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Award-Session/SP75 Sessionette:75 Guitar Amp Sound.md
Awestruck Amplification,Highland,Overdrive,DONE,DONE,DONE,./research/pedals/Awestruck Amplification/Highland.md
Awestruck Amplification,Metro,Overdrive,DONE,DONE,DONE,./research/pedals/Awestruck Amplification/Metro.md
AWOL Pedals,Virus Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/AWOL Pedals/Virus Fuzz.md
Axcess by Giannini,BD-108 Blues Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Axcess by Giannini/BD-108 Blues Drive.md
Axcess by Giannini,DS-101 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Axcess by Giannini/DS-101 Distortion.md
Axcess by Giannini,DS-102 Distortion 2,Distortion,DONE,DONE,DONE,./research/pedals/Axcess by Giannini/DS-102 Distortion 2.md
Axcess by Giannini,FZ-110 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Axcess by Giannini/FZ-110 Fuzz.md
Axcess by Giannini,MD-102 Mystic Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Axcess by Giannini/MD-102 Mystic Drive.md
Axcess by Giannini,OD-102 Over Drive,Overdrive,DONE,DONE,DONE,./research/pedals/Axcess by Giannini/OD-102 Over Drive.md
Axess Electronics,OBViouS Boost/OD,Overdrive,DONE,DONE,DONE,./research/pedals/Axess Electronics/OBViouS Boost-OD.md
Axewerx,Gain Chain,Overdrive,DONE,DONE,DONE,./research/pedals/Axewerx/Gain Chain.md
Axewerx,Glass Drive,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Axewerx/Glass Drive.md
AXiom Effects,Distortion Preamp DP-1,Distortion,DONE,DONE,DONE,./research/pedals/AXiom Effects/Distortion Preamp DP-1.md
AXiom Effects,Fuzz Preamp FP-1,Fuzz,DONE,DONE,DONE,./research/pedals/AXiom Effects/Fuzz Preamp FP-1.md
AXiom Effects,Overdrive Preamp OP-1,Overdrive,DONE,DONE,DONE,./research/pedals/AXiom Effects/Overdrive Preamp OP-1.md
Axis Guitar Effects,Axis Face MkII,Fuzz,DONE,DONE,DONE,./research/pedals/Axis Guitar Effects/Axis Face MkII.md
Axis Guitar Effects,Skrambler,Fuzz,DONE,DONE,DONE,./research/pedals/Axis Guitar Effects/Skrambler.md
AXL,DEQ-2 Distortion EQ,Distortion,DONE,DONE,DONE,./research/pedals/AXL/DEQ-2 Distortion EQ.md
AXL,DP-1 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/AXL/DP-1 Distortion.md
AXL,FX-RAP-5 Multi-Effects Pedal,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/AXL/FX-RAP-5 Multi-Effects Pedal.md
AXL,TOD-9 Tube Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/AXL/TOD-9 Tube Overdrive.md
Axtar,DIS-5 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/Axtar/DIS-5 Distortion.md
Azor,AP-302 Distortion Guitar Effect Pedal,Distortion,DONE,DONE,DONE,./research/pedals/Azor/AP-302 Distortion Guitar Effect Pedal.md
Azor,AP-507 Dog Distortion Guitar Effect Pedal,Distortion,DONE,DONE,DONE,./research/pedals/Azor/AP-507 Dog Distortion Guitar Effect Pedal.md
Azor,Distortion Effect Pedal,Distortion,DONE,DONE,DONE,./research/pedals/Azor/Distortion Effect Pedal.md
Azor,Fuzz Effect Pedal,Fuzz,DONE,DONE,DONE,./research/pedals/Azor/Fuzz Effect Pedal.md
Azor,Overdrive Effect Pedal,Overdrive,DONE,DONE,DONE,./research/pedals/Azor/Overdrive Effect Pedal.md
Azur,FUZZ Effect Pedal,Fuzz,DONE,DONE,DONE,./research/pedals/Azur/FUZZ Effect Pedal.md
Azur,LEON DRIVE Effect Pedal,Overdrive,DONE,DONE,DONE,./research/pedals/Azur/LEON DRIVE Effect Pedal.md
Azur,OVERDRIVE Effect Pedal,Overdrive,DONE,DONE,DONE,./research/pedals/Azur/OVERDRIVE Effect Pedal.md
B.C. Rich,DMD-1 Digital Metal Distortion,Distortion,DONE,DONE,DONE,./research/pedals/B.C. Rich/DMD-1 Digital Metal Distortion.md
B.K. Butler,Tube Driver,Overdrive,DONE,DONE,DONE,./research/pedals/B.K. Butler/Tube Driver.md
B85 Audio,Bass Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/B85 Audio/Bass Overdrive.md
B85 Audio,Fuzz Machine,Fuzz,DONE,DONE,DONE,./research/pedals/B85 Audio/Fuzz Machine.md
B85 Audio,Germanium Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/B85 Audio/Germanium Overdrive.md
B85 Audio,Germanium Overdrive Deluxe,Overdrive,DONE,DONE,DONE,./research/pedals/B85 Audio/Germanium Overdrive Deluxe.md
B85 Audio,Gut Ripper,Distortion,DONE,DONE,DONE,./research/pedals/B85 Audio/Gut Ripper.md
B85 Audio,Hrom - Bass Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/B85 Audio/Hrom - Bass Overdrive.md
Backbeat Electric,X-Bender,Fuzz,DONE,DONE,DONE,./research/pedals/Backbeat Electric/X-Bender.md
Bad Cat,2-Tone,Overdrive,DONE,DONE,DONE,./research/pedals/Bad Cat/2-Tone.md
Bad Cat,X-Treme Tone,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/Bad Cat/X-Treme Tone.md
Bad Penny FX,Morse Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Penny FX/Morse Fuzz.md
Bad Penny FX,The Fuzz Controller V1,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/Bad Penny FX/The Fuzz Controller V1.md
Bad Penny FX,The Fuzz Controller V2,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Penny FX/The Fuzz Controller V2.md
Bad Penny FX,Wireless Germanium Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Penny FX/Wireless Germanium Fuzz.md
Bad Pixel Pedals,Bad Face Silicon,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Pixel Pedals/Bad Face Silicon.md
Bad Pixel Pedals,Buzzaround Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Pixel Pedals/Buzzaround Fuzz.md
Bad Pixel Pedals,Classic Model 1 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Pixel Pedals/Classic Model 1 Fuzz.md
Bad Pixel Pedals,Classic Model 2 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Pixel Pedals/Classic Model 2 Fuzz.md
Bad Pixel Pedals,Classic Model 3 Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/Bad Pixel Pedals/Classic Model 3 Fuzz.md
