Builder,Pedal,Type
ThorpyFX,Hanami,Fuzz
ThorpyFX,Kudu,Overdrive
ThorpyFX,Old Timer,Fuzz
ThorpyFX,Peacekeeper,Overdrive
ThorpyFX,SCARLET TUNIC — Amp Emulator with drive/gain function,Distortion
ThorpyFX,SCARLET TUNIC — Amp Emulator with drive/gain function,Fuzz
ThorpyFX,SCARLET TUNIC — Amp Emulator with drive/gain function,Overdrive
ThorpyFX,Shaftesbury Duo Fuzz — standard / Heritage versions consolidated,Fuzz
ThorpyFX,Six Zero,Fuzz
ThorpyFX,THE DANE — Dual Drive Boost,Distortion
ThorpyFX,THE DANE — Dual Drive Boost,Fuzz
ThorpyFX,THE DANE — Dual Drive Boost,Overdrive
ThorpyFX,THE J — Lazy J x ThorpyFX collaboration,Distortion
ThorpyFX,THE J — Lazy J x ThorpyFX collaboration,Fuzz
ThorpyFX,THE J — Lazy J x ThorpyFX collaboration,Overdrive
ThorpyFX,The KUDU — Overdrive,Distortion
ThorpyFX,The KUDU — Overdrive,Fuzz
ThorpyFX,The KUDU — Overdrive,Overdrive
ThorpyFX,THE OLD TIMER — 3-in-1 pedal with drive section,Distortion
ThorpyFX,THE OLD TIMER — 3-in-1 pedal with drive section,Fuzz
ThorpyFX,THE OLD TIMER — 3-in-1 pedal with drive section,Overdrive
ThorpyFX,Warthog,Distortion
ThorpyFX,Warthog,Fuzz
ThorpyFX,Warthog,Overdrive
ThorpyFX,WOPR,Fuzz
Vemuram,Butter Machine — Michael Landau Signature Distortion,Distortion
Vemuram,DJ1 — overdrive / distortion bass-effects identity,Distortion
Vemuram,Galea — overdrive,Overdrive
Vemuram,Jan Ray EXP-Mod — overdrive,Overdrive
Vemuram,Jan Ray for Mateus Asato — overdrive,Overdrive
Vemuram,Jan Ray for TF — overdrive,Overdrive
Vemuram,Jan Ray — overdrive,Overdrive
Vemuram,Karen — overdrive,Overdrive
Vemuram,Las Lunas — distortion,Distortion
Vemuram,Myriad Fuzz — fuzz,Fuzz
Vemuram,Myriad — fuzz / hybrid fuzz + loop identity,Fuzz
Vemuram,Myriad w/loop Fuzz Pedal — fuzz / loop-mix identity,Fuzz
Vemuram,Oz — fuzz,Fuzz
Vemuram,Rage e — overdrive,Overdrive
Vemuram,Shanks 4K — fuzz,Fuzz
Vemuram,SHANKS II — fuzz,Fuzz
Vemuram,SHANKS ODS-1 — overdrive,Overdrive
Vemuram,Spiritone Char Signature — overdrive,Overdrive
VFE Pedals,Alpha Dog,Distortion
VFE Pedals,Blues King,Overdrive
VFE Pedals,Dark Horse,Distortion
VFE Pedals,Distortion3,Distortion
VFE Pedals,Distortion3,Overdrive
VFE Pedals,Dragon,Overdrive
VFE Pedals,Dragon Hound,Distortion
VFE Pedals,Dragon Hound,Overdrive
VFE Pedals,Fiery Red Horse,Distortion
VFE Pedals,Fiery Red Horse,Fuzz
VFE Pedals,Fuzz Duo,Fuzz
VFE Pedals,Killer Rabbit,Distortion
VFE Pedals,Killer Rabbit,Fuzz
VFE Pedals,Merman,Overdrive
VFE Pedals,Pale Horse,Overdrive
VFE Pedals,Proto OD,Overdrive
VFE Pedals,RUP mkII,Distortion
VFE Pedals,The Scream,Overdrive
VFE Pedals,The Triplet,Distortion
VFE Pedals,Tiamat,Overdrive
VFE Pedals,Triumvirate,Distortion
VFE Pedals,Woodchipper,Fuzz
Visual Sound / Truetone,Angry Fuzz,Fuzz
Visual Sound / Truetone,Custom Shop Overdrive,Overdrive
Visual Sound / Truetone,Double Trouble,Overdrive
Visual Sound / Truetone,Drivetrain / GarageTone Drivetrain,Overdrive
Visual Sound / Truetone,GarageTone Chainsaw Distortion,Distortion
Visual Sound / Truetone,Jekyll & Hyde,Distortion
Visual Sound / Truetone,Jekyll & Hyde,Overdrive
Visual Sound / Truetone,Jekyll & Hyde (original),Distortion
Visual Sound / Truetone,Open Road,Overdrive
Visual Sound / Truetone,Route 66,Overdrive
Visual Sound / Truetone,Route 66 American Overdrive,Overdrive
Visual Sound / Truetone,Route 808,Overdrive
Visual Sound / Truetone,Son of Hyde,Distortion
Visual Sound / Truetone,Vans Warped Distortion,Distortion
Visual Sound / Truetone,VS-XO,Overdrive
Voodoo Lab,GIGGITY,Overdrive
Voodoo Lab,none,Distortion
Voodoo Lab,Proctavia,Fuzz
Voodoo Lab,Sparkle Drive,Overdrive
Voodoo Lab,Sparkle Drive MOD,Distortion
Voodoo Lab,Sparkle Drive MOD,Overdrive
Voodoo Lab,Superfuzz,Fuzz
VOX,Big Ben Overdrive,Overdrive
VOX,Bulldog Distortion,Distortion
VOX,Copperhead Drive,Distortion
VOX,Copperhead Drive,Overdrive
VOX,Cutting Edge,Distortion
VOX,Cutting Edge,Overdrive
VOX,Fuel Injector,Overdrive
VOX,Ice 9 Overdrive,Overdrive
VOX,Mystic Edge,Distortion
VOX,Mystic Edge,Overdrive
VOX,Satchurator,Distortion
VOX,Silk Drive,Overdrive
VOX,Straight 6 Drive,Overdrive
VOX,Trike Fuzz,Fuzz
VOX,V8 Distortion,Distortion
VOX,V810 Valvetone,Overdrive
VOX,V828 Tone Bender,Fuzz
VOX,V829 Tone Bender,Fuzz
VOX,V830 Distortion Booster,Fuzz
VOX,VFZ-1 Fuzz,Fuzz
VOX,VFZ-1 Fuzz,Overdrive
VOX,VOX 7001 Distortion,Distortion
Walrus Audio,385 Overdrive,Overdrive
Walrus Audio,385 Overdrive MKII,Overdrive
Walrus Audio,385 Overdrive MKII — Overdrive,Distortion
Walrus Audio,385 Overdrive MKII — Overdrive,Fuzz
Walrus Audio,Ages Five-State Overdrive,Overdrive
Walrus Audio,Ages Five-State Overdrive — Overdrive,Distortion
Walrus Audio,Ages Five-State Overdrive — Overdrive,Fuzz
Walrus Audio,Badwater Bass Pre-amp and D.I,Overdrive
Walrus Audio,Contraband Fuzz,Fuzz
Walrus Audio,Eons Five-State Fuzz,Fuzz
Walrus Audio,Eons Five-State Fuzz — Fuzz,Distortion
Walrus Audio,Eons Five-State Fuzz — Fuzz,Overdrive
Walrus Audio,Eras Five-State Distortion,Distortion
Walrus Audio,Eras Five-State Distortion — Distortion,Fuzz
Walrus Audio,Eras Five-State Distortion — Distortion,Overdrive
Walrus Audio,Fundamental Series Distortion,Distortion
Walrus Audio,Fundamental Series Drive,Overdrive
Walrus Audio,Fundamental Series Fuzz,Fuzz
Walrus Audio,Iron Horse LM308 Distortion,Distortion
Walrus Audio,Iron Horse LM308 Distortion — Distortion,Fuzz
Walrus Audio,Iron Horse LM308 Distortion — Distortion,Overdrive
Walrus Audio,Janus Fuzz/Tremolo,Fuzz
Walrus Audio,Janus Fuzz/Tremolo with Joystick Control,Fuzz
Walrus Audio,Janus Fuzz/Tremolo with Joystick Control — Fuzz,Distortion
Walrus Audio,Janus Fuzz/Tremolo with Joystick Control — Fuzz,Overdrive
Walrus Audio,Jupiter Multi-Clip Fuzz V2,Fuzz
Walrus Audio,Kangra Filter Fuzz,Fuzz
Walrus Audio,Mayflower Mid-Range Overdrive,Overdrive
Walrus Audio,Melee: Wall of Noise,Distortion
Walrus Audio,Melee: Wall of Noise — Distortion + Reverb,Distortion
Walrus Audio,Melee: Wall of Noise — Distortion + Reverb,Fuzz
Walrus Audio,Melee: Wall of Noise — Distortion + Reverb,Overdrive
Walrus Audio,Messner Stage-One Overdrive,Overdrive
Walrus Audio,Silt Harmonic Fuzz,Fuzz
Walrus Audio,Silt Harmonic Fuzz — Fuzz,Distortion
Walrus Audio,Silt Harmonic Fuzz — Fuzz,Overdrive
Walrus Audio,Voyager Preamp/Overdrive,Overdrive
Walrus Audio,Voyager Preamp/Overdrive MKII,Overdrive
Walrus Audio,Voyager Preamp/Overdrive MKII — Overdrive,Distortion
Walrus Audio,Voyager Preamp/Overdrive MKII — Overdrive,Fuzz
Walrus Audio,Warhorn Mid-Range Overdrive,Overdrive
Wampler Pedals,Andy Wood: Gearbox,Distortion
Wampler Pedals,Andy Wood: Gearbox,Overdrive
Wampler Pedals,Belle Overdrive,Distortion
Wampler Pedals,Belle Overdrive,Overdrive
Wampler Pedals,Black '65,Overdrive
Wampler Pedals,Black ’65 Limited Edition,Distortion
Wampler Pedals,Black ’65 Limited Edition,Overdrive
Wampler Pedals,Brad Paisley: Paisley Deluxe,Distortion
Wampler Pedals,Brad Paisley: Paisley Deluxe,Overdrive
Wampler Pedals,Brad Paisley: Paisley Drive,Distortion
Wampler Pedals,Brad Paisley: Paisley Drive,Overdrive
Wampler Pedals,Brent Mason: Hot Wired v2,Distortion
Wampler Pedals,Brent Mason: Hot Wired v2,Overdrive
Wampler Pedals,Brent Mason: ReWired,Distortion
Wampler Pedals,Brent Mason: ReWired,Overdrive
Wampler Pedals,cataPulp,Distortion
Wampler Pedals,cataPulp,Overdrive
Wampler Pedals,Clarksdale,Overdrive
Wampler Pedals,Cryptid Fuzz,Fuzz
Wampler Pedals,Dracarys Distortion,Distortion
Wampler Pedals,Dracarys Distortion,Overdrive
Wampler Pedals,Euphoria Overdrive,Distortion
Wampler Pedals,Euphoria Overdrive,Overdrive
Wampler Pedals,Fuzztration,Fuzz
Wampler Pedals,Germanium Tumnus,Distortion
Wampler Pedals,Germanium Tumnus,Overdrive
Wampler Pedals,Germanium Tumnus Deluxe,Distortion
Wampler Pedals,Germanium Tumnus Deluxe,Overdrive
Wampler Pedals,Golden Jubilee,Distortion
Wampler Pedals,Golden Jubilee,Overdrive
Wampler Pedals,Hot Wired,Distortion
Wampler Pedals,Hot Wired,Overdrive
Wampler Pedals,Leviathan Fuzz,Fuzz
Wampler Pedals,Leviathan Fuzz is not placed here despite its extreme gain because Wampler explicitly identifies it as Fuzz,Distortion
Wampler Pedals,Low Blow,Overdrive
Wampler Pedals,Low Blow Bass Overdrive,Distortion
Wampler Pedals,Low Blow Bass Overdrive,Overdrive
Wampler Pedals,Mofetta,Distortion
Wampler Pedals,Mofetta,Overdrive
Wampler Pedals,Moxie,Distortion
Wampler Pedals,Moxie,Overdrive
Wampler Pedals,Pantheon Deluxe,Distortion
Wampler Pedals,Pantheon Deluxe,Overdrive
Wampler Pedals,Pantheon Overdrive,Distortion
Wampler Pedals,Pantheon Overdrive,Overdrive
Wampler Pedals,Phenom Distortion,Distortion
Wampler Pedals,Phenom Distortion,Overdrive
Wampler Pedals,Pinnacle Deluxe v2,Distortion
Wampler Pedals,Pinnacle Deluxe v2,Overdrive
Wampler Pedals,Pinnacle Standard,Distortion
Wampler Pedals,Plexi-Drive,Overdrive
Wampler Pedals,Plexi Drive Deluxe,Overdrive
Wampler Pedals,Plexi Drive Mini,Distortion
Wampler Pedals,Plexi Drive Mini,Overdrive
Wampler Pedals,Plextortion,Distortion
Wampler Pedals,Plextortion,Overdrive
Wampler Pedals,Ratsbane,Distortion
Wampler Pedals,Ratsbane,Fuzz
Wampler Pedals,Ratsbane,Overdrive
Wampler Pedals,SLOstortion,Distortion
Wampler Pedals,Sovereign Distortion,Distortion
Wampler Pedals,tcd,Distortion
Wampler Pedals,tcd,Overdrive
Wampler Pedals,the Compulsion Drive (tcd),Distortion
Wampler Pedals,The Doctor,Distortion
Wampler Pedals,Thirty Something,Overdrive
Wampler Pedals,Tom Quayle: Dual Fusion,Distortion
Wampler Pedals,Tom Quayle: Dual Fusion,Overdrive
Wampler Pedals,Triple Wreck,Distortion
Wampler Pedals,Triple Wreck,Fuzz
Wampler Pedals,Triumph Overdrive,Distortion
Wampler Pedals,Triumph Overdrive,Overdrive
Wampler Pedals,Tumnus,Distortion
Wampler Pedals,Tumnus,Overdrive
Wampler Pedals,Tumnus Deluxe,Distortion
Wampler Pedals,Tumnus Deluxe,Overdrive
Wampler Pedals,Tweed '57,Overdrive
Wampler Pedals,Tweed ’57 Limited Edition,Distortion
Wampler Pedals,Tweed ’57 Limited Edition,Overdrive
Wampler Pedals,UnderDog,Overdrive
Wampler Pedals,Velvet Fuzz,Fuzz
Way Huge,Atreides Weirding Module,Fuzz
Way Huge,Beer Overdrive,Overdrive
Way Huge,Camel Toe MkII,Overdrive
Way Huge,Doom Hammer,Fuzz
Way Huge,Fat Sandwich,Distortion
Way Huge,Fat Sandwich,Overdrive
Way Huge,Foot Pig,Fuzz
Way Huge,Fuzz Box,Fuzz
Way Huge,Geisha Drive,Overdrive
Way Huge,Green Rhino MkIV,Overdrive
Way Huge,Green Rhino MkV,Overdrive
Way Huge,Overrated Special,Overdrive
Way Huge,Pork Loin,Overdrive
Way Huge,Pork & Pickle,Fuzz
Way Huge,Pork & Pickle,Overdrive
Way Huge,Red Llama 3.0,Overdrive
Way Huge,Russian-Pickle,Fuzz
Way Huge,STO,Overdrive
Way Huge,Stone Burner,Fuzz
Way Huge,Supa-Lead,Overdrive
Way Huge,Swollen Pickle Jumbo Fuzz MkIII,Fuzz
Way Huge,Swollen Pickle Jumbo Fuzz MkIIS,Fuzz
Wren and Cuff,Ace Octave Fuzz,Distortion
Wren and Cuff,Ace Octave Fuzz,Fuzz
Wren and Cuff,Anna Compact,Distortion
Wren and Cuff,Anna Compact,Fuzz
Wren and Cuff,Anna Compact,Overdrive
Wren and Cuff,Blue-Violet Caprid OG,Distortion
Wren and Cuff,Blue-Violet Caprid OG,Fuzz
Wren and Cuff,Blue-Violet Caprid Small Foot,Distortion
Wren and Cuff,Blue-Violet Caprid Small Foot,Fuzz
Wren and Cuff,Box of War OG Reissue,Distortion
Wren and Cuff,Box of War OG Reissue,Fuzz
Wren and Cuff,Box of War Small Foot,Distortion
Wren and Cuff,Box of War Small Foot,Fuzz
Wren and Cuff,Caprid Small Foot,Distortion
Wren and Cuff,Caprid Small Foot,Fuzz
Wren and Cuff,Elephant Skin,Distortion
Wren and Cuff,Elephant Skin,Fuzz
Wren and Cuff,Eye See '78,Distortion
Wren and Cuff,Eye See '78,Fuzz
Wren and Cuff,Eye See '78 OG,Distortion
Wren and Cuff,Eye See '78 OG,Fuzz
Wren and Cuff,Fade Font '94,Distortion
Wren and Cuff,Fade Font '94,Fuzz
Wren and Cuff,Forest for the Trees,Distortion
Wren and Cuff,Forest for the Trees,Fuzz
Wren and Cuff,Hangman-2D,Distortion
Wren and Cuff,Hangman-2D,Fuzz
Wren and Cuff,J Mascis Garbage Face,Distortion
Wren and Cuff,J Mascis Garbage Face,Fuzz
Wren and Cuff,J Mascis Garbage Face Jr,Distortion
Wren and Cuff,J Mascis Garbage Face Jr,Fuzz
Wren and Cuff,OG Caprid,Distortion
Wren and Cuff,OG Caprid,Fuzz
Wren and Cuff,Pickle Pie B,Distortion
Wren and Cuff,Pickle Pie B,Fuzz
Wren and Cuff,Super Russian,Distortion
Wren and Cuff,Super Russian,Fuzz
Wren and Cuff,Tall Font Russian,Distortion
Wren and Cuff,Tall Font Russian,Fuzz
Wren and Cuff,Two-Five Drive Boost,Overdrive
Wren and Cuff,UB-Stone Shinichi Ubukata Signature Fuzz,Distortion
Wren and Cuff,UB-Stone Shinichi Ubukata Signature Fuzz,Fuzz
Wren and Cuff,Violet World,Distortion
Wren and Cuff,Violet World,Fuzz
Wren and Cuff,Your Face 60's,Distortion
Wren and Cuff,Your Face 60's,Fuzz
Wren and Cuff,Your Face 70's,Distortion
Wren and Cuff,Your Face 70's,Fuzz
Xotic Effects,AC Booster V2 — Overdrive,Overdrive
Xotic Effects,AH Booster Allen Hinds — Overdrive,Overdrive
Xotic Effects,Bass BB Preamp V1.5 — Bass Boost / Overdrive,Overdrive
Xotic Effects,Bass RC Booster V2 — bass boost/drive product,Overdrive
Xotic Effects,BB Preamp V1.5 — Boost / Overdrive,Overdrive
Xotic Effects,RC Booster Classic,Overdrive
Xotic Effects,RC Booster V2 — Transparent Boost with gain / dirt function,Overdrive
Xotic Effects,SL Drive — Distortion / Overdrive,Overdrive
Xotic Effects,Soul Driven — Mid-boost Overdrive,Overdrive
ZVEX Effects,'59 Sound,Distortion
ZVEX Effects,Basstortion,Distortion
ZVEX Effects,Box of Metal,Distortion
ZVEX Effects,Box of Rock,Distortion
ZVEX Effects,Distortron,Distortion
ZVEX Effects,Double Rock,Distortion
ZVEX Effects,Fat Fuzz Factory,Fuzz
ZVEX Effects,Fuzz Factory,Fuzz
ZVEX Effects,Fuzz Factory 7,Fuzz
ZVEX Effects,Fuzz Factory Vertical,Fuzz
ZVEX Effects,Fuzz Probe,Fuzz
ZVEX Effects,Fuzzolo,Fuzz
ZVEX Effects,Machine,Fuzz
ZVEX Effects,Mastotron,Fuzz
ZVEX Effects,Octane 3,Fuzz
ZVEX Effects,"The current ZVEX Guitar Pedals catalog exposes Distortion and Fuzz categories but no Overdrive category. Box of Rock, Distortron, Double Rock, and '59 Sound are therefore not promoted into Overdrive merely because their descriptions involve amp-like breakup, gain, or overdrive-adjacent language. ZVEX's current taxonomy is used as the controlling category evidence",Overdrive
ZVEX Effects,Woolly Mammoth,Fuzz
ZVEX Effects,Woolly Mammoth 7,Fuzz
